Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand
2018 Suzuki Celerio Vxi 2018 Model,Manual,"NRP1,975,000.00",,,,
2016 Mahindra Scorpio,Manual,"NRP3,100,000.00",,,,
2017 Kia Carnival,Automatic,"NRP5,500,000.00",,,,
2016 Hyundai Grand,Manual,"NRP2,099,000.00",,,,
2014 Suzuki Alto,Manual,"NRP1,200,000.00",,,,
2014 Hyundai I20,Manual,"NRP1,900,000.00",,,,
2014 Hyundai Tucson,Manual,"NRP4,200,000.00",,,,
2022 Suzuki A Star Concept,Manual,"NRP2,550,000.00",,,,
2017 Hyundai Creta Sx,Manual,"NRP3,775,000.00",,,,
2019 Hyundai Creta E,Manual,"NRP3,790,000.00",,,,
2015 Tata Indica Ev2 Xeta,Manual,"NRP1,150,000.00",,,,
,,,,,,
New Shape Hyundai I20 Sportz 2022 Single Owner,N/A,"NRs 3,400,000.00","Single Owner New Shape Hyundai I20 Sportz 2022 Comes with 170mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,
Maruti Suzuki Baleno Delta 2018 Single Owner,N/A,"NRs 2,250,000.00","Maruti Suzuki Baleno Delta 2018 Single Owner with full service history in immaculate condition. Full Option loaded with (Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,
Hyundai Venue (S) 1.2 Model 2020 with only 16000 KM,N/A,"NRs 3,200,000.00",Single Owner Hyundai Venue ‘S’2020 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety features […],,,
Kia Seltos HTK+ 1.5L Petrol Single Owner,N/A,"NRs 4,000,000.00","Kia Seltos HTK+ Manual 2020 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,
2018 Suzuki Vitara Brezza ZDi,N/A,"NRs 3,050,000.00",Single Owner Fully Loaded 2018 Suzuki Vitara Brezza ZDi in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,
Toyota Hilux 2021 Model 4X4 Like Brand New,N/A,"NRs 9,200,000.00","TOYOTA HILUX REVO 2021 4X4, the ultimate OFF ROADER 2800 C.C blessed with legendary Toyota’s reliability. In brand new condition. No Marks, No Damages, Fully […]",,,
Hyundai Creta E 2015 in very reasonable price,N/A,"NRs 2,800,000.00",Two Owner Hyundai Creata S 2015 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,
Toyota Rav4 Full Option 2010 Super Clean condition,N/A,"NRs 2,800,000.00",Super Excellent Condition Toyota Rav 4 2010 in its Original glory. No Accidents and Scratches free. This SUV is Fully Loaded with 4WD A Super […],,,
TOYOTA YARIS 2006 FULL OPTION,N/A,"NRs 1,150,000.00","A Quality Japanese flagship model The Luxurious Toyota Yaris 2006 full option(Loaded with, DUAL AIRBAGS, ABs with Excellent mileage). Free from accidents and problems, with […]",,,
Swift Dzire VXI 2018 Immaculate Condition,N/A,"NRs 2,300,000.00",New Suzuki Dzire Vxi 2018 is fully Loaded vehicle with safety and comfort features. This vehicle has been fully tested and thoroughly inspected ready for […],,,
Ford Figo Trend 2016 28000km Not to be Missed,N/A,"NRs 1,675,000.00","Ford Figo 2016 TREND 28000 KM(Comes with Ford Service records) with in Excellent condition. A well-maintained Hatchback that is comfortable and stylish, provides excellent mileage […]",,,
SUZUKI SWIFT VXI 2016,N/A,"NRs 1,950,000.00",Suzuki Swift Vxi 2016 is Up for Sale. This Vehicle is free from accidents and has no problems or issues. Newly Polished and complete scratch […],,,
Hyundai Creta SX ‘O’ 2018 with Sunroof,N/A,"NRs 4,450,000.00","Immaculate condition Hyundai’s flagship The Creta, Sx ‘O’ 2018 with SunRoof  Comes with Leather Seate, Electric Power seats, Airbags, ABs, Audio mounted controls, 17 inch […]",,,
Volkswagen Polo High-line 2013,N/A,"NRs 1,675,000.00",Excellent condition Volkswagen Polo High-line 2013 up for SALE. Fully Loaded variant in condition good as new. Fully inspected and quality fully assured. Tidy interiors […],,,
SUZUKI SWIFT ZXI 2017 Single Owner,N/A,"NRs 2,250,000.00","Single Owner SUZUKI SWIFT ZXI 2017 in brand new condition. Sporty Looks, good resale value. Comes with keyless entry, push start, Airbags and ABS. With […]",,,
Suzuki Celerio 2015 AMT,N/A,"NRs 1,850,000.00",Single owner Maruti Suzuki Celerio VXi 2015 (AMT) Auto Gear up for SALE. Full option VXI variant in an excellent driving condition. In original factory […],,,
MARUTI SUZUKI VITARA BREZZA ZDi+ 2016 Single Owner 41000 Km,N/A,"NRs 2,750,000.00",Single Owner Fully Loaded 2016 Suzuki Vitara Brezza ZDi+ in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,
3 Door Mitsubishi Pajero 1998 Fully Modified,N/A,"NRs 2,700,000.00",Limited Edition 3 Door Mitsubishi Pajero V20 1998 4WD is Up for SALE. It’s an opportunity to own a pre-owned 3 Door Pajero that has […],,,
Honda Mobilo 1.5 SMT Seven Seater 2014,N/A,"NRs 1,975,000.00","Perfect 7 Seater car, Honda’s Mobile 2014 SMT 1.5cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family 7 Seater with the size […]",,,
Hyundai Grand i10 Magna 2015 Up for SALE,N/A,"NRs 1,900,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,
"Toyota PRADO Land cruiser 2008 VX (SunRoof, Leather seates, Tesla screen Full AC)",N/A,"NRs 8,500,000.00","Immaculate condition Toyota’s flag ship model the Land cruiser PRADO VX(Top Option) 2008 model in Beautiful Metallic Black. A Fully loaded edition, Unbelievable quality for […]",,,
Hyundai Accent 2006 Single Owner,N/A,"NRs 950,000.00","Single owner-HYUNDAI ACCENT 2006 Family Sedan, Full option in immaculate condition. Fully Service History and newly polished. Viewing and test drive recommended Priced @NRs 9,50,000/-(Best […]",,,
Polo 1.2 Comfortline 2015 Single Owner,N/A,"NRs 1,825,000.00","Excellent condition Single Owner Volkswagen Polo 1.2 comfort-line 2015. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality […]",,,
Suzuki Astar 2009 Value for Money,N/A,"NRs 1,025,000.00","Excellent condition Maruti Suzuki ASTAR VXI 2009 up for SALE. Drives just like new in condition, with minimal running. Free from accidents and problems. No […]",,,
Honda Brio SMT 2014 Single Owner,N/A,"NRs 1,550,000.00","The Ultimate city car, with amazing power to weight ratio Honda’s Brio SMT 2014 1.2c Japanese i-vtec engine in super immaculate condition. This vehicle has […]",,,
Kia Seltos HTX IVT Fully Loaded 2020 AUTOMATIC with SUNROOF,N/A,"NRs 4,950,000.00","2020 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs46,50,000/(Close […]",,,
Hyundai Creta SX+ 2016 Diesel Fully Loaded,N/A,"NRs 3,200,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” 2016 Up for sale.. What more to ask for […]",,,
Hyundai I20 Active Base 2018,N/A,"NRs 2,650,000.00","Hyundai I20 Active ‘Base’ 2018 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety features include Airbags, […]",,,
Auto Gear Ford Figo Aspire 2017 TITANIUM Single Owner,N/A,"NRs 2,050,000.00","Auto Gear Ford Figo Aspire 2017 TITANIUM in Excellent condition. SINGLE OWNER. A well-maintained noseback that is comfortable and stylish, provides excellent mileage and is […]",,,
Hyundai Creta SX+ 2017 Single owner Diesel Fully Loaded,N/A,"NRs 3,450,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” in Silver Color. Used minorly But in Pristinely kept […]",,,
2014 Subaru XV Single Owner Immaculate condition,N/A,"NRs 3,750,000.00",The Subaru XV is one of the top-selling small SUVs on the market. It is a compact SUV from the Japanese company that has featured […],,,
Maruti Suzuki Celerio ZXi 2017 Up for SALE,N/A,"NRs 1,950,000.00","Single owner top model Maruti Suzuki Celerio ZXi 2017, Fully option ZXI variant in an excellent driving condition. In original factory condition with no major […]",,,
DAIHATSU Terios-SX FULL OPTION Not to be Missed,N/A,"NRs 2,300,000.00","Embark on your next adventure in this well-kept 2007 Daihatsu Terios! Offering a perfect blend of city-friendly maneuverability and off-road capability, this compact SUV is […]",,,
Nissan Datsun Redi Go 2021 BRAND NEW CONDITION 12000 Km ONLY,N/A,"NRs 1,625,000.00",Nissan Datsun Redi-go 2021 free from accidents and isues. Brand New Condition NEW SHAPE Economical cheap best for City Drive. Ideal first-time buyers’ choice. Full […],,,
Maruti Suzuki Baleno 2016 Xeta Single Owner,N/A,"NRs 1,990,000.00","Maruti Suzuki Baleno Xeta 2016 Single Owner Up for sale. Full Option loaded with (Keyless entry, Push Start, Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,
Hyundai Creta E+ 2017 Single owner,N/A,"NRs 3,150,000.00",Single Owner Hyundai Creata E+ 2017 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,
Nissan Navara VL 2.5 Turbo 4X4 Auto Gear with 45000 KM,N/A,"NRs 5,600,000.00","Introducing a remarkable opportunity to own a pre-owned Nissan NAVARA Auto Gear 2016. This vehicle is a true gem, combining rugged capabilities with modern comforts […]",,,
Volkswagen Vento Highline 2014 Automatic Gear 33000 KM,N/A,"NRs 2,050,000.00","Luxurious German quality, Excellent condition Auto Gear/Automatic Transmission Volkswagen Vento Highline(TopModel) 2014 in super immaculate condition. Free from accidents and any issues, newly polished and […]",,,
Hyundai Grand i10 Magna 2015 Up for SALE,N/A,"NRs 1,925,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,
Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine,N/A,"NRs 1,550,000.00","Perfect city car, with amazing power to weight ratio Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family sedan […]",,,
Skoda Rapid 1.6 Ambition 2018 Single Owner,N/A,"NRs 2,050,000.00","SINGLE OWNER Skoda Rapid 1.6 Ambition 2018 (FULL SERVICE HISTORY) is in showroom condition. It comes with complete service history. Comes loaded with Dual airbags, […]",,,
Maruti Suzuki Celerio VXI 2022 New Shape Single Owner,N/A,"NRs 2,275,000.00","Single owner New Shape Maruti Suzuki Celerio 2022 VXI, Fully option VXI variant in an excellent driving condition comes with A/C, Power Steering. In original […]",,,
MARUTI SUZUKI CELERIO VXI 2015 SINGLE OWNER,N/A,"NRs 1,625,000.00","Single owner Maruti Suzuki Celerio 2015 VXI, Fully option VXI variant in an excellent driving condition. In original factory condition with no major wear and […]",,,
Honda JAZZ 2016 VMT in Near Brand New condition,N/A,"NRs 2,050,000.00","Single Owner and in super Excellent condition Honda Jazz VMT 2016 (New Shape) dressed in Metallic White, a real head turner (Executive class) quality vehicle. […]",,,
Tata Hexa Brand New condition 7 Seater Premium SUV,N/A,"NRs 3,900,000.00",Awesome road presence Tata Hexa 2017 is Up for SALE. Brand New condition 7 Seater SUV with 4WD perfect for Nepal’s Off Roads. Black leather […],,,
Hyundai Grand I10 Nios F/L Magna 2021 14000KM,N/A,"NRs 2,500,000.00",Grand I10 NIOS F/L Magna 2021. Single owner with entire service history. Only 14000 KM. * Dual AirBags and full Hyundai service. In immaculate condition. […],,,
Maruti Suzuki Alto K10 2012,N/A,"NRs 1,075,000.00","The Classic Alto K10 VXI (With A/c, Power Steering and Power windows) 2012 in Immaculate condition. Free from accidents and problems, Excellent Re-sell value. A […]",,,
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,N/A,"NRs 5,375,000.00","2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs53,75,000/(Close […]",,,
Volkswagen Polo 1.0 TrendLine 2019 Single Owner,N/A,"NRs 2,050,000.00","Excellent condition Single Owner Volkswagen Polo Trend-line 2019. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality assured. […]",,,
Ford Ecosport 2019 Titanium New Shape,N/A,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,
Hyundai I20 Active ‘S’2015 Asta Single Owner,N/A,"NRs 2,350,000.00",Single Owner Hyundai I20 Active ‘S’2015 Asta in excellent condition. 190mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. COMES […],,,
MAHINDRA SCORPIO 2018 S5 4WD Excellent condition,N/A,"NRs 4,000,000.00","Immaculate Condition Mahindra Scorpio 4WD S5 2018. Mahindra 2.2cc M-Hawk Turbo Engine Loaded with Dual AirBags, ABs NO scratches, No Problems. Drives and feels just […]",,,
Kia Seltos HTK+ 1.5L Petrol Single Owner,N/A,"NRs 4,200,000.00","Kia Seltos HTK+ Manual 2021 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,
Ford Ecosport 2015 Ambiente Cheap CUV,N/A,"NRs 1,750,000.00",Ford Ecosport 2015 Ambiente in super excellent condition Interiors and Exteriors are very clean and new condition. No Accidents no Scratches. Do Not Miss this […],,,
Hyundai Eon Magna+ 1000 C.C 2015 in immaculate condition,N/A,"NRs 1,425,000.00","Single Owner Hyundai Eon Magna+ 2015 1000CC in super excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs13,50,000/-(Taking near offers) Visit www.ktmcarsales.com […]",,,
Hyundai Venue E 1.2 Model 2021 Single Owner,N/A,"NRs 2,875,000.00",Single Owner Hyundai Venue ‘E’ 2021 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety […],,,
Hyundai I20 Active ‘S’  2019 Single Owner,N/A,"NRs 2,975,000.00","Single Owner Hyundai I20 Active Asta ‘S’ 2019 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,
BYD ATTO 3 (SUPERIOR) Long Range EV 2023,N/A,"NRs 6,100,000.00","BYD ATTO 3 (SUPERIOR) Long Range EV is its state-of-the-art electric powertrain. Powered by a high-capacity Blade battery and a powerful electric motor, it delivers […]",,,
Maruti Suzuki Wagon R 2012 VXI,N/A,"NRs 1,350,000.00",Maruti Suzuki Wagon-R 2012 VXI is up for SALE. Fully option VXI variant in an excellent driving condition. Comes with a buyback policy. Excellent mileage […],,,
HYUNDAI CRETA SX 2021 (FULL OPTION) Single Owner  LOW RUN,N/A,"NRs 5,300,000.00","Introducing an exceptional opportunity to own a practically brand-new Hyundai Creta SX 2021. This immaculate used SUV offers the perfect blend of style, performance, and […]",,,
Maruti Suzuki Breeza ZXi+ Single Owner,N/A,"NRs 3,450,000.00",Single Owner Fully Loaded 2020 Suzuki Vitara Brezza ZXi+ Dual Tone in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service […],,,
Ford Ecosport 2019 Titanium New Shape,N/A,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,
Ford EcoSport 2015 Trend in Bargain Price,N/A,"NRs 1,750,000.00","Excellent condition, Ford Ecosport 2015 Trend is Up for SALE SINGLE OWNER. Interiors and Exteriors are very clean. Best in Segment, one beautiful Quality drive […]",,,
Hyundai i20 ASTA 2009 Very Clean Inside out,N/A,"NRs 1,375,000.00","Clean and Fresh Hyundai’s i20 Asta Fully loaded 2009. Much looked after and driven with extra care, this beautiful car runs just as new with […]",,,
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,N/A,"NRs 5,350,000.00",2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant with […],,,
Kia Seltos 2020 HTX,N/A,"NRs 4,300,000.00",Single Owner Kia Seltos HTX Manual 2020 with Leather interior This Brand new beauty is a fully loaded top variant with Remote app controllability and […],,,
Nissan X-Trail 2007 4WD Fully Loaded,N/A,"NRs 1,950,000.00",Excellent condition Japanese Suv(4WD) NISSAN X-Trail 2007 Fully loaded with Sunroof. Very clean inside and outside. Beautiful Japanese quality vehicle. VALUE FOR MONEY WITH OUT […],,,
DFSK Glory 580 7-Seater SUV 2019 Single Owner,N/A,"NRs 4,100,000.00","DFSK Glory 580 is a very attractive SUV. It has a sports style front design with the Front chromed grille. Moreover, it has a lion-shaped […]",,,
New Compact SUV Corolla Cross 1.8 L 2020 in Brand new condition,N/A,"NRs 9,200,000.00","New Look Toyota Corolla Cross 2020 is up for sale. The Corolla Cross represents the urban toughness of the modern SUV, while offering refined comfort […]",,,
Kia Picanto 2008 Single Owner,N/A,"NRs 975,000.00","Single Owner Kia Picanto 2008 with Low Kms is here for you with full Kia Service history. A problem-free vehicle, Newly Polished and Serviced. Priced@9,75,000/-(Taking […]",,,
Hyundai I10 Sportz 1.2 2009,N/A,"NRs 1,350,000.00",This 2009 Hyundai i10 Sports has been well-maintained and is in good condition inside and out. Both the interior and exterior reflect the care it […],,,
HYUNDAI I10 MAGNA 1.2 2010 New Shape,N/A,"NRs 1,375,000.00",HYUNDAI I10 MAGNA 1.2 2010 in immaculate condition. Free from problems or any kind of accidents. Fully Serviced and Refurbished to original condition. Priced @1375000/-(taking […],,,
Honda CRV 2008 Automatic with Sunroof,N/A,"NRs 2,500,000.00","In super Excellent condition Japanese Honda CRV Auto 2008 dressed in Metallic Silver, a real head turner quality vehicle. This Quality SUV is a (Fully […]",,,
SUZUKI SWIFT VXI 2014,N/A,"NRs 1,850,000.00",Suzuki Swift Vxi 2014 in immaculate condition. Quality vehicle not to miss out on. This Vehicle is free from accidents and has no problems or […],,,
Toyota RAV4 2002 the only Japanese 4WD,N/A,"NRs 1,350,000.00","Excellent condition Toyota (RAV4 2002), the only Japanese 4WD power performance with in a reasonable price range. Accident free and scratch-less with very clean interiors […]",,,
2019 Ford Ranger 3.2 (4×4)  Double Cab Pick Up,N/A,"NRs 6,500,000.00","Introducing 2019 Ford Ranger 3.2 (4×4) Double Cab Pick Up in its original beauty. Remarkable opportunity to own a pre-owned Ford Ranger. In mint condition, […]",,,
Maruti Suzuki Celerio X ZXi 2019 Model Single Owner,N/A,"NRs 2,250,000.00","Single owner top model Maruti Suzuki Celerio X ZXi 2019, Fully option ZXI variant in an excellent driving condition. In original factory condition with no […]",,,
Datsun Redi Go 2016 800 CC Single Owner Single Airbag,N/A,"NRs 1,050,000.00","Nissan Datsun Redi-go 2016 free from accidents and problems. Economical cheap best for City Drive. Ideal first-time buyers’ choice. Priced@NRs10,50,000/(Taking offers) For Test Drive and […]",,,
Nissan Magnite XL 2021 like brand new,N/A,"NRs 2,500,000.00","Experience the 2022 Nissan Magnite XL and elevate your driving experience to new heights. From its eye-catching design to its advanced features, this compact SUV […]",,,
Ford Figo Titanium 2013 With Airbags and ABS,N/A,"NRs 1,250,000.00","Ford Figo 2013 Full Option (Titanium) in Excellent condition. Comes with Dual Airbags, ABS, Bluetooth, Alloys wheels. This Vehicle is in near immaculate condition. (No […]",,,
Daihatsu Sirion 1.3 2008 best in its segment,N/A,"NRs 950,000.00","Excellent condition Daihatsu Sirion 1300cc 2008 is up for SALE. Drives in good condition, recently refurbished to showroom condition. Fully painted and polished. Comes with […]",,,
Renault KWID A/T New Shape 2020 perfect city car,N/A,"NRs 1,775,000.00","Excellent condition Renault Kwid 2020 Auto Gear in brand new condition. No scratches, No Dents. Comes with AirBag, Ample ground clearance, TouchScreen Bluetooth, with full […]",,,
Hyundai Grand i10 Magna 2014 Up for SALE,N/A,"NRs 1,825,000.00",Hyundai Grand i10 Magna 2014 Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,
Maruti Suzuki Wagon R 2009 in your budget,N/A,"NRs 1,025,000.00",Maruti Suzuki Wagon-R 2009 VXI. In an excellent driving condition. No Visible wear and tear. Excellent mileage and cheap maintenance vehicle with good re-sell market […],,,
Hyundai Eon Era+ 2015 Single Owner,N/A,"NRs 1,325,000.00","Single Owner Hyundai Eon Era+ 2015 in excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs13,25,000/-(Taking near offers) Visit www.ktmcarsales.com For Test […]",,,
HYUNDAI XCENT ‘S’ Single Owner 2014,N/A,"NRs 1,725,000.00",Excellent condition Hyundai Xcent ‘S’ mid sized sedan in super immaculate condition. This Vehicle is singly driven and well looked after by its previous owner. […],,,
Hyundai Grand i10 Magna F/L 2017 Single Owner,N/A,"NRs 2,050,000.00",Single Owner HYUNDAI GRAND I10 Magna 2017 in METALLIC SILVER. COMES WITH BUY BACK POLICY. T&C’S APPLY This perfect family hatchback is in immaculate condition. […],,,
Hyundai Creta S 2016 with alloy wheels and accessories,N/A,"NRs 3,200,000.00","In Super Excellent condition, Creta S 2016 in Metallic white Color. Well maintained, nothing to sepnd on. What more to ask for value appreciating Bargain […]",,,
Honda City 2010 ivtec Single Owner,N/A,"NRs 1,500,000.00",Excellent condition Honda City 2010 ivtec is up for SALE. This vehicle drives and feels good as new. Well maintained vehicle from previous owner. Options […],,,
Auto Gear Ford Figo Aspire 2017 TITANIUM Single Owner,N/A,"NRs 2,125,000.00","Auto Gear Ford Figo Aspire 2017 TITANIUM in Excellent condition. SINGLE OWNER. A well-maintained noseback that is comfortable and stylish, provides excellent mileage and is […]",,,
Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine,N/A,"NRs 1,550,000.00","Perfect city car, with amazing power to weight ratio Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family sedan […]",,,
Renault Duster 4WD 2016 Low Km Excellent Condition,N/A,"NRs 2,550,000.00","Up for Sale is this OFF ROADING Renault Duster 4WD 2016 Year model, Fully loaded version with only 40000KM. Capable of driving you to extreme […]",,,
Hyundai Eon Era+ 2018 Excellent condition,N/A,"NRs 1,475,000.00","Discover the perfect blend of affordability, style, and practicality value for money Single Owner Hyundai Eon Era+ 2018. This well-maintained gem is your ticket to […]",,,
Hyundai Santro GLs 2009 in much looked after condition,N/A,"NRs 1,175,000.00","Hyundai Santro GLs 2009 in much looked after condition. Quality and inspection fully carried out. Free from accidents and problems. A Successful City car, with […]",,,
Single Hand HYUNDAI I10 MAGNA 1.2cc 2008,N/A,"NRs 1,250,000.00",Single Hand HYUNDAI I10 MAGNA 1.2cc 2008 up for Sale. Well take care by its previous owner. Have run only 65000 Km This vehicle is […],,,
Hyundai Xcent ‘S’ 2014 up for SALE,N/A,"NRs 1,650,000.00",Excellent condition Hyundai Xcent ‘S’ 2014 mid sized sedan in super immaculate condition. This Vehicle is well looked after by its previous owner. This Vehicle […],,,
Hyundai Tucson GLS 2014 in its Original Glory,N/A,"NRs 3,750,000.00",Super Excellent Condition Hyundai Tucson GLS 2014 in its Original glory. (Comes with full Hyundai Service History) No Accidents and Scratches free. This SUV is […],,,
