Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,Year
Volkswagen Polo 1.6 Highline 2014 Single Handed,,"NRs 2,075,000.00",Excellent condition Volkswagen Polo High-line 2014 Fully Loaded variant in condition good as new. Fully inspected and quality fully assured. Tidy interiors and no scratches […],,,,2014
Suzuki Zen 2010 Single Hand,,"NRs 1,175,000.00","Single owner Maruti Suzuki ZEN 2010 VXI, Full option VXI variant in an excellent driving condition. In original factory condition. Nothing to spend on. Comes […]",,,,2010
Single Owner Grand i10 Magna New Shape,,"NRs 2,625,000.00","Single owner and in excellent condition Hyundai Grand i10 Magna 2018 New Shape dressed in Metallic Silver.factory fitted Airbags, ABS and steering Mount controls and […]",,,,0
Maruti Suzuki Celerio VXi 2014 SIngle Hand,,"NRs 1,600,000.00","Single owner Maruti Suzuki Celerio 2014 VXI, Fully option VXI variant in an excellent driving condition. In original factory condition with no wear and tear, […]",,,,2014
"MAHINDRA SCORPIO S10 Full Option Double cab with AirBags, Climate Ctrls",,"NRs 3,999,000.00","Excellent condition Mahindra S10, 2019 2.2cc M-Hawk Turbo Engine Loaded with Dual AirBags, Climate Ctrls, ABs (Fully Loaded) 2019. Relatively used for its age but […]",,,,0
HYUNDAI I20 Elite ASTA Full Option Low Run 2017 Excellent condtion,,"NRs 2,925,000.00","Single Owner, HYUNDAI I20 Elite ASTA 2017 in Metallic Silver, latter model with OEM Touch screen CARPLAY for Apple and Andriod. This vehicle is in […]",,,,2017
Maruti Suzuki Alto 2013 Lxi EXCELLENT CONDTION UnTouch Spare wheel,,"NRs 1,299,000.00","Single Owner, Maruti Suzuki Alto Lxi 2013 in immaculate condition with NO Expenses spared, Untouch spare wheel and completely free from accidents and problems. Equipped […]",,,,2013
"Single Owner Honda City SVMT with Climate Ctrl, Cruise Ctrl 2014 with Full Honda Service History",,"NRs 2,525,000.00","HONDA CITY SVMT(Cruise ctrl and Auto a/c) Single owner Honda City SVMT, with 9’Android multimedia(GPS, Wireless Screen mirroring, Audio and telephonic Bluetooth, Downloadable apps Touch […]",,,,2014
HYUNDAI GRAND I10 MAGNA 2014 Full Serivce History LOW Run,,"NRs 1,945,000.00","Hyundai Grand i10 Magna(with only two previous owners)2014 Free from accidents and problems,in immaculate condition. A Much looked after vehicle by its previous owners. * […]",,,,2014
2018 ISUZU D-Max V-Cross Brand New Condition,,"NRs 5,400,000.00","Single Handed ISUZU D-Max V-Cross 2018, 2499 CC diesel power comes with Dual Airbags, 4WD, Steering Ctrls, projected headlamps and many more. The Most capable […]",,,,2018
Volkswagen Tiguan Auto Gear with only 27000 Km,,"NRs 4,200,000.00","Single Owner Volkswagen Tiguan 2010 4-Motion (4WD), Auto Gear with Only 27000 Km low run Driven by renowned Doctor. Full Service history will be Provided. […]",,,,0
Alto K10 2014 Single Owner,,"NRs 1,425,000.00","The Classic Alto K10 VXI (With A/c, Power Steering and Power windows) 2014 in Immaculate condition. Free from accidents and problems, Excellent Re-sell value. A […]",,,,2014
MARUTI SUZUKI CARGO VAN 2018 Single Owner Immaculate condition Low Run,,"NRs 845,000.00","CARGO VAN 2018, IN IMMACULATE CONDITION. Previously used in medical supplies, carrying only light weights. No damages at all. Looks and drives just as new […]",,,,2018
HYUNDAI GRAND I10 ASTA ‘O’ Full Pack Edition with FS/H IMMACULATE,,"NRs 2,115,000.00","Single Owner Hyundai Grand i10 ASTA’O'(With Hyundai Service records) in impeccable condition This Sporty hatchback is a Fully Loaded Edition with Keyless Push Start, Genuine […]",,,,0
Hyundai Creta Full Option 2016 AUTOMATIC with 17′ Diamond cut Alloys IMMACULATE CONDITION,,"NRs 4,525,000.00","Superexcellent condition Hyundai’s flagship The Creta, Sx Plus(Fully Loaded SUV Automatic transmission)  Comes with Airbags, ABs, Audio mounted controls, 17 inch Diamond cut SX’O’ Alloy […]",,,,2016
MARUTI SUZUKI ALTO 800 LXI A/C “Single Owner”,,"NRs 1,099,000.00",Single Owner and in Excellent condition Maruti Suzuki ALTO 2011 Lxi with A/C Free from accidents and problems. With a very clean and Immaculate interior. […],,,,0
HYUNDAI GRAND I10 MAGNA 2016 Full Serivce History LOW Run,,"NRs 2,250,000.00",Single owner Hyundai Grand i10 Magna 2016 AirBag with full Hyundai service. Free from accidents and problems. In immaculate condition. A Much looked after vehicle […],,,,2016
MARUTI SUZUKI EECO CARGO delivery van,,"NRs 1,250,000.00",MARUTI SUZUKI CARGO DELIVERY VAN 2019. This Vehicle is in immaculate condition with no scratches or dents. Condition is near immaculate. Low run 12k Only […],,,,0
HYUNDAI CRETA SX + 2017 Excellent condition LowRun,,"NRs 4,300,000.00","HYUNDAI CRETA SX+ 2017, Full option in immaculate condition. Hyundai’s flagship The Creta, Sx +” Top Variant”2017 Model Free from accidents and problems. Used minorly […]",,,,2017
FORD ECOSPORT Titanium Full Service History,,"NRs 2,775,000.00","Single-Handed Ford Ecosport fully loaded 2015. Full pack Titanium Edition (Dual Airbags, Abs and many more. COMES WITH FULL FORD SERVICE HISTORY. This Vehicle is […]",,,,0
TOYOTA Echo (Yaris) Immaculate condition,,"NRs 1,075,000.00","Immaculate condition, Japanese built TOYOTA ECHO(Also know as Toyota Yaris in some countries). This Vehicle was previously owned by the Japanese Embassy in kathmandu and […]",,,,0
"JAPANESE GRAND VITARA 4X4 FULLY LOADED WITH AirBags, ABS, Steering Ctrls",,"NRs 1,950,000.00","Immaculate condition Japanese Suzuki Grand Vitara 4×4 with Low gear 4WD, in excellent condition. Fully Loaded with Airbags, Climate control, Brand new interior plus many […]",,,,0
Maruti Suzuki Swift Vxi Immaculate Condition,,"NRs 1,425,000.00","Superexcellent condition Maruti Suzuki Swift Vxi 2009. No Scratches, Accident-Free, Problem Free. Additional Customized Fitted rear views camera. 100% Excellence. Much looked after and no […]",,,,0
Single Owner Full Option Nissan Micra XV 14k 2017 w/h Service History,,"NRs 2,199,000.00","Single Owner FULL OPTION Nissan XV Active Pure Drive XV 2017 with minimal running. (14k only) Immaculate condition, free from accidents and problems, still under […]",,,,2017
HYUNDAI I10 2011 MAGNA Excellent condition,,"NRs 1,550,000.00",Excellent condition Hyundai i10 Magna 2011 with 9 INCH ANDROID SMART MULTIMEDIA PLAYER Display. Free from accidents and scratches. Freshly polished and recondition to its […],,,,2011
HYUNDAI ACCENT full option sedan Excellent condition,,"NRs 1,399,000.00","Two owners-HYUNDAI ACCENT Family Sedan, Fully option, in immaculate condition Fully Serviced and newly polished. Smart looking family sedan with customized arc leather fitted seats. […]",,,,0
VOLKSWAGEN POLO HIGH-LINE FULLY LOADED 2013 FULL SERVICE HISTORY,,"NRs 2,075,000.00","Immaculate condition, Volkswagen Polo High-line(Top Model) 2013 Full-option (Steering Ctrls, Bluetooth, ABs, Alloys). Clean interiors, no scratches, newly polished to original standards. Fully inspected and […]",,,,2013
MARUTI SUZUKI WAGON-R 2013 Excellent condition Single Owner,,"NRs 1,475,000.00","Single owner Maruti Suzuki Wagon-R 2014 VXI, Fully option VXI variant in an excellent driving condition. In original factory condition with minor non-visible wear and […]",,,,2013
FORD FIGO ZXI 2012 IMMACUALTE CONDITION,,"NRs 1,199,000.00","Excellent condition Ford Figo with Power steering, Front Power windows, Air-conditioning, ZXi Audio System). This Vehicle is in pristine condition and drives without Body noise […]",,,,2012
HYUNDAI TUCSON GLS with SunRoof 4WD Traction Control NEAR NEW CONDITION,,"NRs 2,799,000.00","Excellent condition Hyundai Tucson 4WD GLS(High Trim). This Top Variant is fully loaded with Air Bags, Stability ctrl, Android Gps Navigation, Sunroof, Climate ctrl. 100% […]",,,,0
HYUNDAI GRAND I10 MAGNA 2014 Full Serivce History with 9 inch Multimedia display,,"NRs 1,975,000.00",Single owner Hyundai Grand i10 Magna 2014 full Hyundai service. Free from accidents and problems. In immaculate condition. A Much looked after vehicle by its […],,,,2014
MARUTI Suzuki Swift 2013 ZXI SINGLE OWNER,,"NRs 2,099,000.00","Single Owner, Suzuki Swift ZXI 2013, Model in immaculate condition. Low Run quality vehicle not to miss out on. Option includes Steering Ctrls, Fog lamps, […]",,,,2013
MARUTI SUZUKI SWIFT  ZXI ‘2014 ‘Single Owner’,,"NRs 2,175,000.00","Single Owner, Suzuki Swift ZXI 2014 Model in immaculate condition. In original condition, Low Run quality vehicle. Option includes Bluetooth, Steering Ctrls, Fog lamps, ZXI […]",,,,2014
HYUNDAI GRAND I10 MAGNA 2016 Full Serivce History LOW Run,,"NRs 2,250,000.00",Single owner Hyundai Grand i10 Magna 2016 AirBag with full Hyundai service. Free from accidents and problems. In immaculate condition. A Much looked after vehicle […],,,,2016
TOYOTA HILUX 2014 ‘Full Option’  8 AirBags/ Steering Ctrls/ Stability Control Single Owner,,"NRs 6,299,000.00","Single Owner, TOYOTA HILUX 2014 3.0cc D4D with 8-AirBags, Esc, Steering Ctrls with POWER mode option. In mint condition (Free from accidents and problems) fully […]",,,,2014
HYUNDAI I20 ACTIVE ‘S’ Full Option 2017 ‘Single Owner with service History’ Low Run,,"NRs 3,150,000.00","Hyundai i20 Active ‘S’2017 Asta in Immaculate Condition. A quality cross over CUV, for challenging Nepali roads ground clearance of 190mm. Top-notch safety standards with […]",,,,2017
HYUNDAI I20 ACTIVE ‘S’ Full Option 2018 ‘Single Owner with service History’ Low Run,,"NRs 3,250,000.00","Single Owner Hyundai i20 Active ‘S’ Full Option, in Immaculate Condition. Intact in almost all Original condition. A perfect cross over vehicle for challenging Nepali […]",,,,2018
MARUTI SUZUKI SWIFT ZXi 2014 Single Owner,,"NRs 2,150,000.00","Single Owner, Suzuki Swift ZXI 2014 Model in immaculate condition. Minimal running and almost original condition, Low Run quality vehicle. Option includes Bluetooth, Steering Ctrls, […]",,,,2014
MARUTI SUZUKI SWIFT Vxi Excellent condition,,"NRs 1,425,000.00","Superexcellent condition Maruti Suzuki Swift Vxi 2009. No Scratches, Accident-Free, Problem Free. Additional Customized Fitted rear views camera. 100% Excellence. Much looked after and no […]",,,,0
"Honda City VMT Excellent condition with Reverse camera, Climate Ctrls and Reverse sensors",,"NRs 2,525,000.00","HONDA CITY VMT(Full Option) Single owner Honda City VMT, with 9’Android multimedia(GPS, Wireless Screen mirroring, Audio and telephonic Bluetooth, Downloadable apps Touch A/c and many […]",,,,0
HYUNDAI VERNA SX  2014 16k Run FULL SERVICE,,"NRs 2,799,000.00","Single Owner, Hyundai VERNA SX+(FULL OPTION) in immaculate condition, with the running of the only 16k(Includes full-service history). Newly polished and serviced, fully inspected vehicle. […]",,,,2014
Maruti Suzuki Baleno 2016 ALPHA FULL OPTION,,"NRs 2,525,000.00","Suzuki Baleno Alfa 2016, Top Grade(Touch Panel controls, Dual AirBags, ABs, Telephonic Bluetooth, Climate Ctrl, Steering mounted Ctrls). Dressed in Beautiful Starlet Red. A real […]",,,,2016
Honda Amaze Single Owner 2014,,"NRs 1,575,000.00","The Ultimate city car, with amazing power to weight ratio Honda’s AMAZE 2014 1.2cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family […]",,,,2014
Isuzu D-Max S-Cab 2018 Brand New Condition,,"NRs 3,550,000.00",Isuzu Motors India brings globally known D-Max S-Cab premium pickup in new avatar. S-Cab is targeted at commercial and life-style usage for those for the […],,,,2018
Japanese DAIHATSU TERIOS 2005 4WD,,"NRs 1,875,000.00","A Quality Japanese OFF roader DAIHATSU TERIOS 4WD with Touch Screen Bluetooth Audio, Reverse Camera, Alloy WHEELS). Newly refurbished and polished to original condition. Not […]",,,,2005
TOYOTA HILUX 2012 Excellent condition FULL ACCESSORIES,,"NRs 4,799,000.00","TOYOTA HILUX 2012, the ultimate OFF ROADER blessed with legendary Toyota’s reliability. In mint condition, Newly polished with customized accessories, NEW set of WHEELS, No […]",,,,2012
TOYOTA FORTUNER 2016 Excellent condition Full Option,,"NRs 11,999,999.00","The Ultimate OFF-ROADING experience by Toyota, fully loaded, With dual AirBags, Reverse cams, Steering mounted controls, Anti-locks brakes, Alloys, leather finished, with Full accessories,7 Seater. […]",,,,2016
Hyundai Santro 2007/8 X0 full option Excellent condition,,"NRs 1,099,000.00","Full Option Hyundai Santro 2007/8 XO in immaculate condition with no expenses spared. In immaculate condition and fully loaded accessoriers. Priced@NRs10,99,000/-(Taking offers) Comes with buy […]",,,,2007
"FORD ASPIRE 2016 Single Owner Full option AirBags, Steering Controller",,"NRs 1,875,000.00","Ford ASPIRE 2016 year model in Excellent condition. SINGLE OWNER, WITH DUAL AIRBAGS ABs and Steering mount controls This sedan has been well maintained and […]",,,,2016
FORCE Gurkha The Ultimate 4WD Off Roader,,"NRs 2,499,000.00","The Ultimate OFF-ROADER 4WD for an extreme off-roading experience for fraction of a price. Priced NRs@24,99,000/-Take straight offers. For Test Drive and Viewing contact our […]",,,,0
HONDA WRV 2019 VXMT TURBO Beautiful SUV cross 5k Run Fully Loaded SunRoof,,"NRs 4,750,000.00","NEW!! Honda WRV(SUV CROSS)VXMT (i-DTech) 2019 Fully loaded, dressed in beautiful PEAL WHITE. In Brand New condition with a minimal running of 5000km. This Sporty […]",,,,2019
Single Owner Hyundai Tucson GLs 2011 with SUNROOF,,"NRs 4,650,000.00","Excellent condition Hyundai Tucson 4WD GLS(High Trim)(Hyundai Service History). This top Variant is fully loaded with 6 Air Bags, Stability ctrl, Leather electric seats, Dual […]",,,,2011
TOYOTA YARIS 2007 FULL OPTION Amazing condition,,"NRs 1,675,000.00","A Quality Japanese flagship model The Luxurious Toyota Yaris 2006 full option(Loaded with, DUAL AIRBAGS, ABs with Excellent mileage). Free from accidents and problems, with […]",,,,2007
VOLKSWAGEN Polo 1.6cc 2017 FULLY LOADED Single Owner,,"NRs 2,799,000.00","Single Owner Volkswagen Polo-G Highline 1.6 in the latest model(With Auto Fold Mirrors, TouchScreen) The sporty hatchback is in excellent condition with no problems or […]",,,,2017
"Maruti Suzuki Alto 2014 Lxi Full option(Power Steering, Power windows, A/C)",,"NRs 1,299,000.00","The Most reliable and purpose-built SUZUKI LXI Option family hatchback in immaculate condition, newly polished with custom-fitted leather seats. No Marks, No Damages, fully serviced, […]",,,,2014
Single Owner DAIHATSU Sirion 2008 1300cc  Top Notch condition,,"NRs 1,025,000.00","A Japanese family Sporty hatchback with NCAP Safety Rating of 4 **** Stars, Fully loaded with Dual AirBags, VSC, 4 Power windows, Power steering and […]",,,,2008
Kia Sportage FULLY LOADED 4WD,,"NRs 1,750,000.00",Kia Sportage from a careful Single owner. Presenting a much loved and looked after metallic sliver 4WD in near new condition. This is an ideal […],,,,0
Ford Ecosport 2014 Trend Option with Full Service history,,"NRs 2,425,000.00","Impeccable condition, Ford Ecosport 2014 in super excellent condition with almost Full Original paintwork. Interiors and Exteriors are very clean and in new condition. Drives […]",,,,2014
GERMAN Volkswagen JETTA TSI with Automatic DSG Gearbox,,"NRs 4,100,000.00","German engineering at its finest, Volkswagen Jetta with 7 Speed DSG Automated gearbox with a speed capability of 0-100 km/h in 9.8secs 91kw(122 bhP) Fully […]",,,,0
"Honda City VMT Excellent condition with Reverse camera, Climate Ctrls and Reverse sensors",,"NRs 2,625,000.00","HONDA CITY 2014 VMT(Full Option) Single owner Honda City VXMT 2015, with 9’Android multimedia(GPS, Wireless Screen mirroring, Audio and telephonic Bluetooth, Downloadable apps Touch A/c […]",,,,0
Single Owner Hyundai GETZ Excellent condition with Full service History,,"NRs 1,250,000.00","Excellent quality Hyundai Getz 2009 full option, in immaculate factory condition. A quality purchase, free from accidents and problems. Fully service and newly polished. Priced […]",,,,0
Single Owner Toyota ETIOS CROSS 2015 with Full Service records 13k Run,,"NRs 2,675,000.00","Toyota ETIOS-CROSS V-GRADE 2015 UPGRADED SPORTY VARIANT. One careful previous owner only, a real head turner you wouldn’t want to miss.  FULL-SERVICE HISTORY, 1300 KM […]",,,,2015
